tags,texts
open letter open letter to the President President of Russia Medvedev State Standard Federal Service for Technical Regulation and Metrology GOST regulations Civil Code Civil Code of the Russian Federation State Duma Council of the State Duma civil society civil consciousness,"In LiveJournal, there is a blog called bablaw, whose author also goes by the pseudonym Hacker in Law. He is one of the most cited bloggers from LiveJournal on Habrhabr; I referred to him myself just yesterday.

And yesterday, this blogger posted an open letter addressed to President Medvedev. I must note that, like any such letter written from one lawyer to another, it is filled with legal terminology; perhaps for Habrhabr readers, a summary of the matter compiled by Nesterovich will be much clearer.

So what do we see in essence? — we are presented with an attempt by Rostekhnadzor (formerly the State Standard) to transfer state technical regulations from the realm of public domain to the realm of intellectual property of individual organizations (possibly even foreign ones). It is not just that the taxpayer funds, on which the creators of GOSTs existed, are being disregarded, resulting in a fat lump being handed over to public ownership; moreover, now ordinary people face a new danger, such as living in houses and flying in planes that are built according to outdated ""pirated"" copies of standards and regulations, or even with disregard for them.

Such an attempt is not new; however, last time (as Nesterovich points out), the state standardizers lost the case when representatives of a St. Petersburg non-profit organization (Institute for the Development of Freedom of Information) sued them. Nevertheless, the court ruling on the free publication of GOSTs on the Internet has not been implemented, and the director of IRSI even faced an attack by unknown individuals at his own entrance, which ended with a head injury. Now a new attempt at the privatization of standards is being made under the personal aegis of President Medvedev.

The fourth part of the Civil Code has been much and justly criticized, but it still contained Article 1259, according to which official documents of state bodies, official documents of international organizations, as well as their official translations are not objects of copyright (and, therefore, cannot be the subject of licensing agreements with foreign rights holders as the new draft law makes them). Now, not only will some parts of the legislation become accessible to citizens only for money as a result of all this; apparently, the way will be opened for increasing this part. And the transfer of the text of laws into the greedy hands of legal traders (especially international ones) should be as prohibited as the privatization of the Ministry of Finance or the anti-drug service, for example.

Events are unfolding very quickly: the draft law on the privatization of GOSTs has already passed its first reading in the State Duma, and yesterday evening (in an emergency mode, after the end of the workday) it was recommended by the State Duma Committee on Economic Policy and Entrepreneurship for presentation to the Council of the State Duma. Today, the Council of the Duma will decide to recommend this draft law for adoption, and tomorrow (December 23) it will vote on it in the second and third readings with a majority of votes. This once again proves how actively, obediently, and promptly the Duma serves as a legislative stamp of the President's will.

The open letter, therefore, calls on Medvedev to reconsider his decision and rein in the legal traders. Concerned citizens have already posted a mention of the open letter on Medvedev's blog; I believe it would be interesting to bring this story to the front page of Habrhabr.

Here is a public struggle for one's rights, here is a truly civil society."
google google russia google developer day developer day gwt google api google app engine google wave google chrome android google android google maps api ajax api,"Alexey Shelestенко, Marketing Google Russia

We are pleased to announce that we are starting to accept applications for participation in the annual conference for web developers ""Google Developer Day,"" which will take place on November 10 in Moscow. Last year, more than 400 web developers attended this conference, where they listened to 12 presentations and participated in 6 practical workshops dedicated to various Google products for web developers. This year, we plan to cover Android, App Engine, Google Wave, Chrome, GWT, AJAX API, and much more in detail.

Our teams of engineers working on services for web developers and APIs will be attending the conference, and you will have the opportunity to communicate with them directly. We will hold several in-depth technical sessions aimed at helping developers write good working applications using Google technologies and open technologies. Those working on business applications will also find something useful in the improved and expanded program of our conference. And, of course, developers will have many opportunities to meet each other and discuss the latest mobile and web technologies during the ""open hours"" and informal networking after the conference.

We are making every effort to ensure that the conference is rich, useful, and interesting! To learn more about the conference and to apply for participation, please visit the conference website.

We look forward to seeing you at Google Developer Day!"
photobanks selection apple bbk dell sony panasonic siemens toshiba fujitsu lenovo toyota lexus scion nokia sony ericsson blackberry sun microsoft GM opel chevrolet hammer saab cadillac canon nikon,"Many well-known (and not so well-known) companies are opening free access on their websites not only to press releases but also to galleries of high-resolution photos of their products, printed materials, advertising posters, and other graphic goodies. I have accumulated several links to such repositories, and I decided to make this collection, which will surely be useful to someone; at the same time, someone might share more links, as I only have links to galleries from some, um… IT companies.

The link to the Samsung photo bank was the first one I got, so I will start with it. It was sent to me by the company's representatives when I was developing a small brochure for them.

The Samsung photo bank contains a collection of high-quality images of Samsung Electronics products, elements of corporate identity, as well as photographs taken in the Samsung gallery (something like an exhibition center).

Photos and press releases of Apple products. Before downloading an image, you will be given the Image Use Agreement to read: According to the terms of the Agreement, you may use the Image only for editorial purposes by journalism and/or industry analysts. This right of use belongs personally to you and cannot be transferred to another party. The Image may not be used for advertising or selling any products or technologies (including advertising images, brochures, book covers, product photos, t-shirts, and other promotional materials). You do not have the right to alter or modify the Image, in whole or in part, for any purpose.

Photo bank and advertising materials from BBK.

Everything in one place for Sony products + Sony Ericsson.

Photo bank, advertising, news, press releases from Panasonic. It doesn't always work, sometimes it works but doesn't return images, and the content often changes. There used to be a large photo bank on a Ukrainian website, but now it shows ""404,"" and the domain redirects to panasonic.ru. There is also http://panasonic.multiad.com/, but registration is required there.

Photo materials from the Gigaset division of Siemens and press materials from Siemens. Siemens has a lot of divisions and various corporate websites for these divisions, and there is something on each (well, almost each) of them. In general, if anyone needs it, there is a starting point for searches :)

Large JPEGs from Toshiba.

Image bank of DELL products.

Fujitsu.

Lenovo computers. There is also a Russian website with photos of Lenovo products, but at the time of writing this article, it was unavailable.

That's all for now. If anyone has anything else to share in the same spirit, please post the link in the comments, and I will update the post as they come in. The theme, I think, does not necessarily have to be in the IT field; the main thing is that it is an official photo bank of the company.

Updates:

A friend on gTalk sent a link to the Toyota USA Newsroom — a lot of photos, videos, and other press materials for Toyota, Lexus, and Scion.

(#): wazd → Nokia Media Resources.

(#): avr → An amazing photo bank from Volvo Trucks in terms of volume and quality.

(#): marselkhaidarov → BlackBerry.

(#): pepelac → An excellent gallery of products, events, and people from Sun.

(#): auren → Microsoft PressPass, including the Resources → Image Gallery section.

(#): kela → A fantastic collection of links to divisions of General Motors GM Media Online:
GM Media Online Opel International
GM Media Online Chevrolet Europe
GM Media Online Saab International
GM Media Online Hummer US
GM Media Online Cadillac Europe.

At the request of mix2000, I found repositories of press materials from Nikon and Canon:

+ The ""Useful Information"" section on the Russian website.
+ Advertising materials from Canon U.S.A.
+ Imagelibrary http://www.canon.co.uk/.

Last update:
From a post in the sandbox:
Philips product gallery.
Press materials from Adobe.
Press site for AMD.
Intel.
Logitech.
D-Link (on the region selection page, click on United States).
Epson.
Casio Exilim.

Sent to my email:
http://imagebank.scania.com/
Scania — a manufacturer of passenger buses, tractors, and other heavy automotive equipment. The bank has a cataloguer, and with its help, you can find everything from beautiful photos of buses/tractors on highways to images of engines and documentary black-and-white photos from the company's founding days."
The Capture API WC photography video recording audio recording Google Nokia website security privacy external intelligence Facebook Street View StreetView digital crowd surveillance movement history facial recognition distributed network vision Maneki-neko,"On the W3C website, there is a draft of ""The Capture API"" — it describes a JavaScript interface that allows a website to access the camera and microphone on a visitor's computer, enabling photo capture, video recording, and audio recording. This draft summarizes the ideas of similar proprietary APIs (specifically from Google and Nokia).

And the knowledge that the section ""Security and Privacy Considerations"" in this document only states that a website should not be able to take photos, record videos, or audio without the visitor's consent (i.e., the owner of the client computer or mobile device) leads me to dark thoughts.

What about the privacy of other people? Remember the July scandal with the English head of foreign intelligence, who was exposed on Facebook by his own wife, literally down to his underwear, even though he had never registered on Facebook? Now, as websites prepare to see through the eyes of cameras, the whole world could be open to their view.

Imagine a website that allows a visitor to continuously stream live video footage from their mobile device's camera (geotagged by GPS, tilted by accelerometer, oriented by the digital compass) and simultaneously observe any point on the globe through the eyes of similar digital observers. Something like Google Street View, but in real-time. Just by turning your mobile device in different directions while standing in one spot on the globe (for example, in Ufa), you could choose to look ""through"" its screen (like a window) at the panorama of any other point on Earth — some New York, San Francisco, or Rio de Janeiro — as long as there are enough passersby with similar mobile devices looking out at the world through the same website. Meanwhile, the electronic ""eye"" of your mobile device would be similarly surveying and saving the panorama of the spot where you are standing.

Exciting, unprecedented experience, isn't it?

Now imagine yourself as an ordinary person in a dense digital crowd.* You are under continuous observation by dozens of electronic eyes provided by anonymous volunteers. Any facial recognition and identity system connected to such a website would easily track or reconstruct your entire history of movements around the city, just as an extensive internet banner system tracks your movements across all its sites. Your jealous, psychotic admirer finds out what flowers you bought for your wife, and your health insurance company learns how often you coughed while walking in the cold.

But in the real world, there is no Adblock Plus. It is not so easy to block a digital crowd as it is to block banner ads.

Bruce Sterling has a story called ""Maneki-neko""; it is about the same thing. Comments suggest that Vinge had something similar in his work. But one thing is fiction, and another is a draft API. The draft API is on its way to becoming a reality.

___________

* This blog post introduces a new term ""digital crowd"" in the narrow sense of ""a crowd of such people in the real world, whose digital cameras are used in a distributed network vision system."" It may further generalize to mean ""a crowd of such people in the real world, whose behavior and resources are used for the purposes and needs of a network site."""
application support CSS default chrome documents and settings Firefox Internet internet explorer linux Mac OS mac os x mozilla firefox userContent x library Browsers LiveJournal MacOS Firefox Advertising Honesty,"'If you remove the ads by inserting code into the style of the blog itself, firstly, it will surely be eliminated by the support team soon, and secondly, it contradicts the infamous Terms of Use.

Fortunately, modern browsers allow users to cut ads on their side.

Insert this code into a text document.

div.adv {display: none;}
div.ljad {display: none;}
div.ljadleaderboard-bottom {display: none;}
div.ljadleaderboard {display: none;}
div.ljadwrapper-journal-after-post-c {display: none;}
div.ljadwrapper-app-home {display: none;}
div.ljadmedrect {display: none;}

Save it as userContent.css.

For Mozilla Firefox:
Save the file in:
Linux: ~/.mozilla/firefox/RANDOM_CHARACTERS.PROFILE_NAME (by default, ""default"")/chrome
XP: C:\Documents and Settings\USERNAME\Application Data\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Vista: C:\Users\USERNAME\AppData\Roaming\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Mac OS X: Library > Application Support > Firefox > Profiles > PROFILE_NAME > chrome
(if there is no Application Data or AppData folder: Start > Control Panel > select Switch to Classic View on the left > run Folder Options > tab View > check Show hidden files and folders in Hidden files and folders). Restart the browser.

For Internet Explorer:
The file should be saved anywhere on the disk, and the path to it should be specified in the IE settings: menu Tools > menu Internet options > tab General > button Accessibility > check the box Format documents using my style sheet > enter the path to the file in the Style sheet field.
In the Russian version: menu Сервис > menu Свойства обозревателя > tab Общие > button Оформление > check the box Оформлять, используя стиль пользователя > enter the path to the file in the Список стилей field. Restart the browser.

For Opera:
The file should be saved anywhere on the disk, and the path to it should be specified in the Opera settings: menu Tools > menu Preferences > tab Advanced > select Content on the left > button Style Options… > tab Display > enter the path to the file in the My style sheet field > tab Presentation Modes > check both checkboxes My style sheet.
In the Russian version: menu Инструменты > menu Настройки > tab Дополнительно > select Содержимое on the left > button Параметры стилей… > tab Отобразить > enter the path to the file in the Моя таблица стилей field > tab Режимы представлений > check both checkboxes Мои таблицы стилей. Restart the browser.

For Safari:
The file should be saved anywhere on the disk, and the path to it should be specified in the Safari settings: menu Edit > menu Preferences > tab Advanced > select Other… in the Style Sheet dropdown > choose the file.
In the Russian version: menu Правка > menu Настройки > tab Дополнительно > select Другое… in the Шаблон стиля dropdown > choose the file. Restart the browser.

The code should remove all ads, including ads in the profile and on the homepage.

Original article in LiveJournal by Kukalyakina
LiveJournal user Moosatova, who is the original author of the described method.'"
social networks erotic photos erotic social networks dating sites dating social networks paid messages fake profiles paid SMS paid registration free registration phishing naked breasts naked women paid incoming sex dating,"In the second half of 2009, both in email and on LiveJournal, I saw a spreading wave of murky spam advertising erotic social networks that had the following common, most disgusting features:

1) Their names were pornographic adaptations of popular social networks — either ""Odnoklassniki"" (""Odnolyubovniki,"" ""Odnonochki,"" ""Odnotrakhniki,"" etc.), or ""VKontakte"" (""V XXX-kontakte,"" ""V sex-kontakte,"" etc.), mimicking their interface (like phishing) and located on a domain that corresponded to the name.

2) The homepage displayed thumbnail photos of naked women (allegedly users), sometimes with pop-up or inscribed elements from profiles (as far as I could tell, names and profiles were substituted pseudo-randomly, and the city was based on the visitor's IP). The total number of registered users was exaggerated (if the possibility of searching or a separate count of registered users by city was simulated, one could ""find"" many tens of thousands of profiles in a small town, which wouldn't even have that many internet users).

3) They offered to register for a modest sum by sending a paid SMS. In the rules, however, in small print (and in a color close to the background color of the site), it was explained that the price was indicated per day, while the charge was taken for a month or several months in advance, and they offered to send several such SMS under some pretext. Thus, the real price turned out to be a hundred times more than the deceptive one.

In general, everything was clear with them.

Now, however, new sites are appearing on the horizon, with which not everything is clear. They seemingly do not mimic anyone phishily, and they do not even ask for money for registration, but ask for the number of the mobile phone to which they supposedly will send a code to access the site. For example, take a look at ""RusssErotika.com"" (note the triple ""s"" in the domain; I won't provide hyperlinks).

What then is the new trick? There must be a trick because it is obvious: sending registration codes to users via email is many times cheaper than via SMS.

Are they disguising subscription confirmation for paid incoming SMS under the access code? Or are they collecting mobile numbers for resale to spammers? Or does everything else after free registration turn out to be incredibly expensive, like in the ""Economic"" hotel from the immortal satirical tale by Nosov about Neznaika on the Moon?

Who knows?"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type deduction phpunit unit testing testing FTP remote SASS Smarty,"In this build, you can expect:

A new name. Two versions of the Web IDE have received their official names: JetBrains WebStorm and JetBrains PhpStorm. The branding is not yet complete, so you will see familiar white splashes and WI icons in various places. The goal of development remains the same — the perfect tool for PHP/JS developers and web designers.

Fully customizable PHP formatter – this feature received the most votes in the tracker. Our platform supports importing, exporting, and sharing profiles, so it will be convenient for you to switch between projects with different formatting styles. Additionally, you can automatically format code at the time of check-in.

PHP debugger with optimized memory usage and proper handling of symlinks (which means fewer non-working breakpoints).

PHP editor with improved type output for fields, object arrays, and logical expressions, parameter hints, and functional HEREDOC editing.

Remote development with automatic file synchronization — just switch to the browser window to see your changes on the server (the ""Save files on frame deactivation"" option must be enabled). Renaming and moving files and folders is fully supported.

Smarty support now covers the entire syntax of branch 2.x. Work on full support for branch 3.x is already underway.

Support for SASS (Syntactically Awesome Style Sheets) — a wonderful way to create CSS.

Linux users will be pleased with a less aggressive splash screen, the ability to work normally with multiple projects, and support for pasting from the clipboard in all dialogs.

UPD: ZenCoding support is in development. Abbreviations trigger on pressing Tab in CSS & HTML.

Known issues:

Formatting preview does not work
IntelliLang plugin / Language Injection settings are missing
Smarty compiler plugins (custom tags) are not supported
(S)FTP sync may not work immediately after reopening the project.

Official announcement and download.

I look forward to your feedback and suggestions, and — as our slogan goes — 
Happy coding!"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type inference phpunit unit testing testing FTP remote ZendCon language injection,"And again, ""the perfect IDE for PHP"" from JetBrains ^) Since the last build, we have managed to acquire an official website, attend ZendCon'09, and finally focus on the promised performance optimization. We also found time for a few new features. While the build is downloading, take a look under the cut — besides the usual details, there will be a couple of words about ZendCon and the unique features of the platform/WI.

ZendCon'09
Before the conference, there were tutorials — for me, the session on PHP on IBM I5 was a revelation. IBM has teamed up with Zend to bring PHP to mainframes. If we set aside the i5 ecosystem, this could have significant implications for everyone else, especially if IBM helps develop the core of the language. Some optimizations appeared in 5.3, but judging by other more ""mature"" technologies, the main work is still ahead.

The keynote (and most sessions) were very lively and optimistic — this year PHP 5.3 was released, a new ZendStudio appeared (and specifically for the conference, version 7.1 was released), the entire stack and Zend tools are continuously improving, in general, the language, platform, and community are moving forward :)

During lunches and while the main crowd was in sessions, we had quite a bit of communication with Zend employees — and even impressed some of the ZendStudio developers with our technologies. In turn, we were interested to hear about how they are developing the Eclipse platform and helping coordinate the efforts of the Eclipse Foundation. After all, JetBrains is quite a small company :) From an engineering perspective, it was interesting to hear about the work on the language core, as well as automatic profiling (especially from the perspective of a seasoned Java web developer).

What's new in this build
Inspired by conversations with users at ZendCon, we focused on optimization. For ""stress tests,"" we used heavyweights like SugarCRM and Magento (we wanted to try Bitrix but couldn't find a version with open source). The very first profiling sessions showed that type inference generated too much ""garbage"" in memory and could lead to looping (and hanging) — these issues have now been fixed. I want to say right away that this is just the initial optimization, and we plan to work seriously on this further. *We really* want to hear feedback from everyone who upgraded. If you have specific issues — feel free to reach out in any way. I personally handle all feedback.

New features:

- Improved PHPDOC generation
- Navigation/search for usages of global variables
- Recognition of class members based on name for cases where type inference is not possible
- SFTP support
- Autocompletion after the keyword new
- Namespaces displayed in the file structure tree
- Quick fix (Alt-Enter) for defining unknown variables using var

Many bug fixes, details in the blog and tracker.

Unfortunately, there are also known issues:

- The most serious one — degradation: multiline literals in this build are incorrectly highlighted as containing an error WI-494
- Several namespace declarations XXX; (specifically with "";"") in one file will be mistakenly recognized as nested WI-497
- Renaming a variable removes the $ sign from the name WI-500

We will try to release an update as soon as possible. Expect bug fixes, optimizations, and of course new features :)

A bit about non-obvious capabilities of WI
The release is approaching, and we have started to gather all information about WebIDE features in one place. Even if you are already familiar with the editor, I recommend at least reviewing the list. Here, I will talk about a couple of very useful but not entirely obvious features. So, if your PHP project is used for generating XML, JS, CSS, SQL, or any other language supported by WebIDE, you can comfortably work using the following features:

""External"" language for PHP
For each file or folder, you can set an ""external"" language relative to PHP instead of the default HTML through the Settings|Template Data Languages panel. This setting is remembered in the project file.

""Internal"" language for string literals in PHP
Inside a literal, press Alt-Enter and select ""Inject Language,"" then choose the required language. So far, it is NOT remembered. In the future, it will be possible to specify that *for example* the first string parameter of the query() function is SQL (and choose the dialect).

In both cases, full language support will be enabled — including completion and refactoring. Using these features, you can achieve full support for any combination of languages %)

That's all for now, and I look forward to any questions and suggestions :)"
Award internet seo web world web awards design copywriting music popularity wwa programming promotion achievements advertising show btl awards develop awards victory website design Wap PDA sites Flash sites Animation Presentations Interfaces Flash Flex programming PR management,"Since ancient times, people have competed for the title of the best in various fields, and both organizers and participants have always been interested in this. In general, there are only a few fundamental competitions that set the tone for others, which are less significant and repeat the principles of the main ones. In every industry, in every activity, in every occupation, there is that person or team that does their job better than the rest. The Internet Awards at this stage are a kind of competition that determines who has best thought out the combination of design and ease of use, informativeness, and of course, relevance.

The World Web Awards, already in its development stage, has shown that it is unique and large-scale, like never before. An award that covers any activity on the Internet, whether it be design, copywriting, SEO promotion, application development, or programming. An award where your name can resonate so much that even people far removed from the Internet and your field will mention it as a benchmark of quality in the industry. The uniqueness of the award lies in everything, from its scale and the range of activities it covers to the presentation, which will be conducted as a show program, with broadcasts on TV and rotation on the radio. Naturally, winners can expect great fame and success in their field; an ordinary person who used to handle a few orders a day, grabbing any job, can become popular and in demand after winning, and can start turning down offers that do not suit them.

The main motivation for participating in the World Web Awards will certainly be the increase in the popularity of one's name, which simultaneously means an increase in your profits. It can be said that popularity is the fundamental factor for success in online activities. Even if you simply participate in this unique, first Internet award of this nature and scale, you can be sure that the traffic to your project will increase significantly."
Asus Bookshelf PC MADE in China Prime Gaming Laptop Portable PC Theater Paper Laptop ARM Tablet HP LiM B-membrane Canvas Philco PC Horizon MacBook Touch Pocket Yoga Zafiro MAINGEAR HP Tablet and Docking Concept Cuppa Bookshelf PC,"On the one hand, concepts are an amazing thing, but on the other hand, they are disappointing. They are wonderful because they give us a glimpse of the future and push their industry towards innovation and unconventional solutions, but we are unable to acquire them right now, which is understandably frustrating. The only thing we can do is put money in the bank and wait for them to be released.

Asus Bookshelf PC

Asus Bookshelf is a computer made of interchangeable modules that allows for upgrades/downgrades simply by replacing or adding the necessary module.

MADE in China

MADE in China by John Leung, the winner of the Next-Gen PC Design Competition, represents traditional Eastern design.

Prime Gaming Laptop

The Prime Gaming Laptop by Kyle Cherry addresses the issue of size limitations of laptops and the portability of powerful gaming computers.

Portable PC Theater

Korean designer Jinwoo Han created the Portable PC Theater concept with a built-in projector for various entertainment events.

Paper Laptop

The Paper Laptop by Je Sung Park's is a concept of an eco-friendly computer made from recycled paper.

ARM tablet

The ARM Tablet by Sébastien Maleville is an unusual ""tablet"" that allows you to separate the keyboard from the monitor in desktop mode.

HP LiM

HP LiM (Less is More) by Jeffrey S. Engelhardt features a transparent 19"" touchscreen and a virtual touchpad with a wireless keyboard.

B-membrane

B-membrane is a UFO-like computer with a projected keyboard and a projector as a monitor.

Canvas

The Canvas concept by Kyle Cherry, equipped with built-in digital art devices, is designed for designers and artists.

Philco PC

Although most computer concepts are aimed at the future, Dave Schultze looks in the opposite direction. Here is his Philco PC concept.

Horizon

The Horizon desktop computer concept by Japanese designer Mac Funamizu features an OLED monitor that can compress and expand.

MacBook Touch

The MacBook Touch combines the touchscreen interface of the iPhone/iPod Touch with the design of popular Apple laptops.

Pocket Yoga

The Lenovo Pocket Yoga lives up to its name, easily fitting into the back pocket of your pants.

Zafiro

Zafiro is a transparent glass monitor that uses hand and body movements for control (""Minority Report"").

MAINGEAR

The MAINGEAR concept by Nuno Teixeira is a powerful gaming computer with improved cooling achieved through an unusual device shape.

HP Tablet and Docking Concept

The HP Tablet and Docking Concept presents a convenient way to place your ""tablet"" on your desk.

Cuppa

The main purpose of Cuppa is to work with social networks. The concept is equipped with an RFID sensor, an unusual display, and a keyboard with an updated layout.

Bookshelf PC

Sunho Son and Scott Shim created the Bookshelf PC concept, which represents a beautiful and compact multimedia entertainment center with interchangeable modules."
