tags,texts
open letter open letter to the President President of Russia Medvedev State Standard Rostekhregulirovanie GOST regulations Civil Code Civil Code of the Russian Federation CC State Duma Council of the State Duma civil society civic consciousness,"There is a blog on LiveJournal called bablaw, whose author also uses the pseudonym Hacker in Law. This is one of the most cited LiveJournal bloggers on Habrahabr; and I myself referred to him just yesterday.

And yesterday this blogger posted an open letter addressed to President Medvedev. I must note that, like any such letter written from a lawyer to a lawyer, it is filled with legal jargon; perhaps for Habrahabr readers, a summary of the matter composed by Nesterovich will be much clearer.

So what do we see in essence? — we are faced with an attempt by Rostekhnadzor (formerly Gosstandart) to transfer state technical regulations from the public domain to the realm of intellectual property of individual organizations (perhaps even foreign ones). Not only are the taxpayers' funds, which supported the creators of GOSTs and for which a significant amount of public property was transferred, being squandered; moreover, now ordinary people are beginning to face a new danger, for example, living in houses and flying in airplanes built according to outdated ""pirated"" copies of standards and regulations, or even with disregard for them.

This attempt is not new; however, the last time (as Nesterovich points out) the state standardizers lost the case when they were sued by representatives of a St. Petersburg non-profit organization (Institute for the Development of Freedom of Information). Nevertheless, the court decision on the free publication of GOSTs on the Internet has not been enforced, and the director of the IRFI was even attacked by unknown persons at his own entrance, resulting in a head injury. Now a new attempt is being made to privatize the standards, carried out under the aegis of President Medvedev personally.

The fourth part of the Civil Code has been much and deservedly criticized, but it still contained Article 1259, according to which official documents of state bodies, official documents of international organizations, as well as their official translations are not objects of copyright (and, therefore, cannot be the subject of licensing agreements with foreign copyright holders, as the new bill makes them). Now, not only will some part of the legislation become accessible to citizens only for money; apparently, the way will be opened for increasing this part. After all, the transfer of the text of laws into the grasping hands of copyright traders (especially international ones) should be as prohibited as the privatization of the Ministry of Finance or the anti-drug service, for example.

Events are unfolding very quickly: the bill on the privatization of GOSTs has already passed the first reading in the State Duma, and yesterday evening (in emergency mode, after the end of the working day) it was recommended by the State Duma Committee on Economic Policy and Entrepreneurship for submission to the State Duma Council. Today the Duma Council will decide to recommend this bill for adoption, and tomorrow (December 23) it will be voted on in the second and third readings immediately by a majority of votes. This once again proves how actively, how obediently, how promptly the Duma serves as a legislative stamp of the President's will.

The open letter, therefore, calls on Medvedev to reconsider his decision and curb the copyright traders. Concerned citizens have already posted a mention of the open letter on Medvedev's blog; I believe it would be interesting to bring this story to the front page of Habrahabr.

Here is the vocal fight for one's rights, here is a truly civil society."
google google russia google developer day developer day gwt google api google app engine google wave google chrome android google android google maps api ajax api,"Alexey Shelestenko, Google Russia Marketing

We are excited to inform you that we are now accepting applications to participate in the annual conference for web developers, ""Google Developer Day,"" which will be held on November 10 in Moscow. Last year, more than 400 web developers attended this conference, where they listened to 12 presentations and participated in 6 practical workshops dedicated to various Google products for web developers. This year, we plan to cover Android, App Engine, Google Wave, Chrome, GWT, AJAX API, and much more in detail.

Our engineering teams working on web developer services and APIs will be at the conference, and you will have the opportunity to interact with them directly. We will conduct several in-depth technical sessions aimed at helping developers write good working applications using Google technologies and open technologies. Those working on business applications will also find something useful in the improved and expanded program of our conference. And, of course, developers will have many opportunities to network with each other and discuss the latest mobile and web technologies during ""open hours"" and informal gatherings after the conference.

We are making every effort to ensure that the conference is rich, useful, and interesting! To learn more about the conference and to apply for participation, visit the conference website.

We look forward to seeing you at Google Developer Day!"
photo banks selection apple bbk dell sony panasonic siemens toshiba fujitsu lenovo toyota lexus scion nokia sony ericsson blackberry sun microsoft GM opel chevrolet hummer saab cadillac canon nikon,"Many well-known (and not so well-known) companies provide free access on their websites not only to press releases but also to high-resolution photo galleries of their products, printed materials, advertising posters, and other graphic goodies. I have accumulated several links to such repositories and decided to make this collection, which will surely be useful to someone, and at the same time, someone might share more links, as I only have links to galleries of some, um... IT companies.

The first link I got was for Samsung's photo bank, so I'll start with it. It was sent to me by the company's representatives when I was developing a small booklet for them.

The Samsung photo bank contains a collection of high-quality images of Samsung Electronics products, corporate style elements, as well as photos taken in the Samsung gallery (something like an exhibition center).

Photos and press releases of Apple products.
Before downloading an image, you will be given the Image Use Agreement to read: According to the terms of the Agreement, you may use the Image only for editorial purposes by analysts in the field of journalism and/or the relevant industry. This right of use belongs personally to you and cannot be transferred to another party. The Image cannot be used for advertising or selling any products or technologies (including advertising images, brochures, book covers, product photos, T-shirts, and other promotional products). You do not have the right to alter or modify the Image, in whole or in part, for any purpose. + Some things in Russian

Photo bank and advertising materials from BBK

Everything in one place for Sony products
+ Sony Ericsson

Photo bank, advertising, news, press releases from Panasonic.
It doesn't always work, sometimes it works but doesn't deliver images, and the content often changes. There used to be a large photo bank on the Ukrainian site, but now it's ""404"", and the domain redirects to panasonic.ru
There is also http://panasonic.multiad.com/, but registration is required.

Photo materials for the Gigaset division of Siemens and press materials from Siemens.
Siemens has many divisions and various corporate websites for these divisions, and each (or almost each) of them has something. In general, if someone needs it, there is a starting point for searches :)

Large JPEGs from Toshiba

Image bank of DELL products

Fujitsu

Lenovo computers.
There is also a Russian site with photos of Lenovo products, but at the time of writing, it was unavailable.

That's all for now. If anyone has something else to share in the same vein, post the link in the comments, and I will update the post as they come in. The theme doesn't necessarily have to be in the IT field, the main thing is that it is an official company photo bank.

Updates:

A friend on gTalk shared a link to the Toyota USA Newsroom — a lot of photos, videos, and other press materials for Toyota, Lexus, and Scion

(#): wazd → Nokia Media Resources

(#): avr → Stunning in volume and quality photo bank of Volvo Trucks

(#): marselkhaidarov → BlackBerry

(#): pepelac → Excellent gallery of products, events, people from Sun

(#): auren → Microsoft PressPass including the Resources → Image Gallery section

(#): kela → A magnificent collection of links to General Motors GM Media Online divisions:
GM Media Online Opel International
GM Media Online Chevrolet Europe
GM Media Online Saab International
GM Media Online Hummer US
GM Media Online Cadillac Europe

At the request of mix2000, I found press material repositories for Nikon and Canon:

+ ""Useful Information"" section on the Russian site
+ Canon U.S.A advertising materials
+ Imagelibrary http://www.canon.co.uk/

Last update:
From a post in the sandbox:
Philips product gallery
Press materials from Adobe
AMD press site
Intel
Logitech
D-Link (click on United States on the region selection page)
Epson
Casio Exilim

Sent to my email:
http://imagebank.scania.com/
Scania — manufacturer of passenger buses, tractors, and other heavy vehicles.
The bank has a catalog, and with its help, you can find everything from beautiful photos of buses/tractors on highways to images of engines and documentary black-and-white photos from the company's founding times."
The Capture API WC photography video recording audio recording Google Nokia website security privacy external intelligence Facebook Street View StreetView digital crowd surveillance location history facial recognition distributed network vision Maneki-neko,"The W3C website hosts a draft of ""The Capture API"" — it describes a JavaScript interface that allows a website to access the video camera and microphone on a visitor's computer, enabling photography, video recording, and audio recording. This draft consolidates ideas from similar proprietary APIs (from Google and Nokia, in particular).

And it leads me to grim thoughts knowing that the ""Security and Privacy Considerations"" section in this document only states that the website should not be able to conduct photography, video recording, and audio recording without the visitor's consent (i.e., the owner of the client computer or mobile device).

But what about the privacy of other people? Remember the July scandal involving the head of British foreign intelligence, who was exposed on Facebook by his own wife down to his underwear, even though he had never registered on Facebook himself? Now, as websites prepare to see through the eyes of photo-video cameras, the whole world may become open to their view.

Imagine a website that allows a visitor to continuously transmit live video frames from their mobile phone's camera (geotagged by GPS, tilted by accelerometer, rotated by digital compass) and simultaneously observe any point on the globe through the eyes of similar digital observers. Something like Google Street View, but in real-time. Just by turning your mobile phone in different directions while standing at one point on the globe (for example, in Ufa), you could choose to view the panorama of any other point on Earth — such as New York, San Francisco, or Rio de Janeiro — as long as there are enough passersby with similar mobile phones through which the same website looks at the world. Meanwhile, the electronic ""eye"" of your mobile phone similarly surveys and saves the panorama of the point where you are standing on the website.

Exciting, unprecedented experience, isn't it?

Now imagine yourself as an ordinary person in a dense digital crowd.* You are under continuous observation by dozens of electronic eyes provided by anonymous volunteers. Any face and identity recognition system connected to such a website will easily track or reconstruct your entire movement history around the city, just like a sprawling internet banner system tracks your movement across all its sites. Your jealous, crazy admirer will find out what flowers you bought for your wife, and your health insurance company will know how often you coughed while walking in the cold.

But in the real world, there is no Adblock Plus. Blocking a digital crowd is not as easy as blocking banner ads.

Bruce Sterling has a story called ""Maneki-neko""; it's roughly about the same thing. Comments suggest that Vinge also had something similar in his work. But fiction is one thing, and an API draft is another. The API draft is preparing to become a reality.

___________

* This blog post introduces a new Mitsgolisim ""digital crowd"" in the narrow sense of ""a crowd of such people in the real world, whose digital photo-video cameras are used in a distributed network vision system."" It may later generalize to mean ""a crowd of such people in the real world, whose behavior and resources are used for the purposes and needs of a network site."""
application support CSS default chrome documents and settings Firefox Internet internet explorer linux Mac OS mac os x mozilla firefox userContent x library Browsers LiveJournal MacOS Firefox Advertisement Honesty,"If you remove ads by inserting code into the style of LiveJournal itself, firstly, it will surely be soon eliminated by SUP, and secondly, it contradicts the notorious Terms of Use.

Fortunately, modern browsers allow you to cut ads on the user side.

Insert this code into a text document.

div.adv {display: none;}
div.ljad {display: none;}
div.ljadleaderboard-bottom {display: none;}
div.ljadleaderboard {display: none;}
div.ljadwrapper-journal-after-post-c {display: none;}
div.ljadwrapper-app-home {display: none;}
div.ljadmedrect {display: none;}

Save as userContent.css.

For Mozilla Firefox:
Save the file in:
Linux: ~/.mozilla/firefox/RANDOM_CHARACTERS.PROFILE_NAME (default is ""default"")/chrome
XP: C:\Documents and Settings\USER_NAME\Application Data\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Vista: C:\Users\USER_NAME\AppData\Roaming\Mozilla\Firefox\Profiles\PROFILE_NAME\chrome
Mac OS X: Library > Application Support > Firefox > Profiles > PROFILE_NAME > chrome
(if there is no Application Data or AppData folder: Start > Control Panel > select Switch to Classic View on the left > launch Folder Options > View tab > check Show hidden files and folders in the Hidden files and folders folder). Restart the browser.

For Internet Explorer:
Save the file anywhere on the disk, and specify the path to it in the IE settings: Tools menu > Internet options menu > General tab > Accessibility button > check the Format documents using my style sheet checkbox > enter the path to the file in the Style sheet field.
In the Russian version: Service menu > Browser properties menu > General tab > Formatting button > check the Format using user style checkbox > enter the path to the file in the Style list field. Restart the browser.

For Opera:
Save the file anywhere on the disk, and specify the path to it in the Opera settings: Tools menu > Preferences menu > Advanced tab > select Content on the left > Style Options... button > Display tab > enter the path to the file in the My style sheet field > Presentation Modes tab > check the two My style sheet checkboxes.
In the Russian version: Tools menu > Settings menu > Advanced tab > select Content on the left > Style Options... button > Display tab > enter the path to the file in the My style sheet field > Presentation Modes tab > check the two My style sheet checkboxes. Restart the browser.

For Safari:
Save the file anywhere on the disk, and specify the path to it in the Safari settings: Edit menu > Preferences menu > Advanced tab > in the Style Sheet dropdown list select Other... > select the file.
In the Russian version: Edit menu > Settings menu > Advanced tab > in the Style Sheet dropdown list select Other... > select the file. Restart the browser.

The code should remove all ads, including ads in the profile and on the home page.

Original article in LiveJournal Kukalyakina
LiveJournal user Moosatova, who is the original author of the described method."
social networks erotic photos erotic social networks dating sites social networks for dating paid messages fake profiles paid SMS paid registration free registration phishing naked boobs naked women paid incoming sex dating,"In the second half of 2009, I saw a spreading wave of murky spam in both email and LiveJournal, advertising erotic social networks with the following common despicable features:

1) Their names were pornographic alterations of popular social network names—either ""Odnoklassniki"" (""OdnoLyubovniki,"" ""OdnoNochniki,"" ""OdnoTrakhNiki,"" etc.) or ""Vkontakte"" (""V XXX-kontakte,"" ""V sex-kontakte,"" etc.), mimicking their interface (like phishing) and being hosted on a domain that matched the name.

2) The homepage displayed thumbnail photos of naked women (supposedly users), sometimes with pop-up or captioned elements from profiles (as far as I could tell, names and profiles were pseudo-randomly assigned to the photos, and the city was determined by the visitor's IP). The total number of registered users was exaggerated (if the possibility of search or a separate count of registered users by city was imitated, one could ""find"" many tens of thousands of profiles in a small city, more than the number of internet users).

3) They offered to register for a modest fee by sending a paid SMS. However, in the terms and conditions, in small print (and in a color close to the site's background color), it was explained that the price was per day, and the fee was charged for a month or several months in advance, and they suggested sending several such SMS under some pretext. Thus, the real price turned out to be a hundred times more than the deceptive one.

In general, everything was clear with them.

Now, however, sites are appearing on the horizon with which not everything is clear. They seem not to mimic anyone phishing-wise, and they don't even ask for money for registration, but ask to provide the mobile number to which they will supposedly send an access code to the site. For example, take a look at ""RusssErotika.com"" (note the triple ""s"" in the domain; I won't provide a hyperlink).

What is the new trick then? There must be a trick because it's obvious: sending a registration code to users by email is much cheaper than by SMS.

Are they masking a subscription confirmation for paid incoming SMS under the access code? Or are they collecting mobile numbers for resale to spammers? Or is everything after the free registration incredibly expensive, like in the ""Economic"" hotel from Nosov's immortal satire about Dunno on the Moon?

Who knows?"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type inference phpunit unit testing testing FTP remote SASS Smarty,"In this build, you will find:

A new name. Two versions of the Web IDE have received their official names: JetBrains WebStorm and JetBrains PhpStorm. Branding is not yet complete, so you will see familiar white splashes and WI icons in various places. The development goal remains the same — the perfect tool for PHP/JS developers and web designers.

A fully customizable PHP formatter — this feature received the most votes in the tracker. Our platform supports importing, exporting, and sharing profiles, so it will be convenient for you to switch between projects with different formatting styles. Additionally, you can automatically format code at check-in.

A PHP debugger with optimized memory usage and correct handling of symlinks (which means fewer non-working breakpoints).

A PHP editor with improved type inference for fields, object arrays, and logical expressions, parameter hints, and working HEREDOC editing.

Remote development with automatic file synchronization — just switch to the browser window to see your changes on the server (the ""Save files on frame deactivation"" option must be enabled). Renaming and moving files and folders are fully supported.

Smarty support now covers the entire 2.x branch syntax. Work on full support for the 3.x branch is already underway.

Support for SASS Syntactically Awesome Style Sheets — a wonderful way to create CSS.

Linux users will be pleased with a less aggressive splash screen, the ability to work normally with multiple projects, and support for pasting from the clipboard in all dialogs.

UPD: ZenCoding support is in development. Abbreviations are triggered by pressing Tab in CSS & HTML.

Known issues:

Formatting preview does not work
IntelliLang plugin / Language Injection settings are missing
Smarty compiler plugins (custom tags) are not supported
(S)FTP sync may not work immediately after reopening the project.

Official announcement and download.

I look forward to your feedback and suggestions and — as our slogan says — 
Happy coding!"
php jetbrains IDE web ide web webide editor phpdoc completion debugger xdebug editor development environment development debugging code debugging autocompletion type hinting type inference type inference phpunit unit testing testing FTP remote ZendCon language injection,"And once again, the ""perfect IDE for PHP"" from JetBrains ^) Since the last build, we have managed to get an official website, attend ZendCon'09, and finally start working on the promised performance optimization. We also found time for a few new features. While the build is downloading, take a look under the cut — besides the usual details, there will be a few words about ZendCon and the unique functions of the platform/WI.

ZendCon'09
Before the conference, there were tutorials — for me, the PHP on IBM I5 session was a revelation. IBM has teamed up with Zend to bring PHP to mainframes. Putting aside the i5 ecosystem, this could have significant implications for everyone else, especially if IBM helps develop the core language. Some optimizations have already appeared in 5.3, but judging by other more ""mature"" technologies, the main work is still ahead.

The keynote (and most sessions) were very lively and optimistic — PHP 5.3 was released this year, a new ZendStudio appeared (and 7.1 was released specifically for the conference), the entire Zend stack and toolkit continue to improve, and in general, the language, platform, and community are moving forward :)

During lunches and while most people were in sessions, we talked a lot with Zend employees — and even impressed some ZendStudio developers with our technologies. In turn, we were interested to hear about how they are developing the Eclipse platform and helping coordinate the efforts of the Eclipse Foundation. After all, JetBrains is a fairly small company :) From an engineering perspective, it was interesting to hear about working on the language core and automatic profiling (especially from the point of view of a seasoned java-web-developer).

What's new in this build
Impressed by conversations with users at ZendCon, we focused on optimization. As ""stress tests,"" we used heavyweights like ShugarCRM and Magento (we wanted to try Bitrix but couldn't find a version with open source code). The very first profiling sessions showed that type inference produced too much ""garbage"" in memory and could lead to looping (and freezing) — these problems are now fixed. I want to say right away that this is just the initial optimization, and we plan to seriously work on this further. *We really* want to hear feedback from everyone who upgraded. If you have specific problems, write in any way. I personally process all feedback.

New features:

- Improved PHPDOC generation
- Navigation/search for usages of global variables
- Recognition of class members based on name when type inference is not possible
- SFTP support
- Autocompletion after the keyword new
- Namespaces displayed in the file structure tree
- Quickfix (Alt-Enter) for defining unknown variables using var

Many bug fixes, details in the blog and tracker

Unfortunately, there are also known issues

The most serious — degradation: multiline literals in this build are incorrectly highlighted as containing an error WI-494
Several namespace XXX; declarations (with "";"") in one file will be mistakenly recognized as nested WI-497
Renaming a variable removes the $ sign from the name WI-500

We will try to release an update as soon as possible. Expect bug fixes, optimizations, and of course new features :)

Some non-obvious WI capabilities
The release is approaching, and we have started gathering all information about WebIDE features in one place. Even if you are already familiar with the editor, I recommend at least skimming through the list. Here I will talk about a couple of very useful but not entirely obvious features. So, if PHP is used in your project to generate XML, JS, CSS, SQL, or any other language supported by WebIDE, you can comfortably work with the following functions:

""External"" language for PHP
For each file or folder, you can set an ""external"" language relative to PHP instead of the default HTML through the Settings|Template Data Languages panel. This setting is remembered in the project file.

""Internal"" language for string literals in PHP
Inside the literal, press Alt-Enter and select ""Inject Language,"" then the required language. It is not remembered yet. In the future, you will be able to specify that, for example, the first string parameter of the query() function is SQL (and choose the dialect).

For both cases, full language support will be enabled — including completion and refactoring. Using these features, you can get full support for any combination of languages %)

That's all for now, and I'm looking forward to any questions and suggestions :)"
Prize internet seo web world web awards design copywriting music popularity wwa programming promotion achievements advertising show btl awards develop awards victory Website design Wap PDA sites Flash sites Animation Presentations Interfaces Flash Flex programming PR management,"Since ancient times, people have competed for the title of the best in various fields, and both organizers and participants have always been interested in this. Overall, there are only a few fundamental competitions that set the tone for others, less large-scale, and that follow the principles of the main ones. In every industry, in every type of activity, in every occupation, there is that person or team that does their job better than the rest. Internet awards at this stage are a kind of competition that determines who has best thought out the combination of design and ease of use, informativeness, and, of course, relevance.

The World Web Awards, even at the development stage, have shown that they are unique and large-scale like never before. An award that covers any activity on the Internet, whether it be design, copywriting, SEO promotion, application development, or programming. An award where your name can become so renowned that even people far from the Internet and your field will speak of it as a benchmark of quality in the industry. The uniqueness of the award lies in everything, from the scale and range of people's activities to the presentation, which will be conducted as a show program, with TV broadcasts and radio rotations. Naturally, the winners can expect great fame and success in their field; a recent ordinary person who handled several orders a day, taking on any job, may become popular and in demand after winning, and will be able to refuse inconvenient offers.

The main motivation for participating in the World Web Awards will, of course, be the increase in the popularity of your name, which simultaneously means an increase in your profits. It can be said that popularity is the fundamental factor of successful activity on the Internet. Even if you simply participate in this unique, first Internet award of this kind and scale, you can be sure that the traffic to your project will increase significantly."
Concepts Asus Bookshelf PC MADE in China Prime Gaming Laptop Portable PC Theater Paper Laptop ARM Tablet HP LiM B-membrane Canvas Philco PC Horizon MacBook Touch Pocket Yoga Zafiro MAINGEAR HP Tablet and Docking Concept Cuppa Bookshelf PC,"On one hand, concepts are an amazing thing, on the other hand, they are a disappointment. They are wonderful because they give us an idea of the future and push their industry towards innovation and unconventional solutions, but we are not able to acquire them right now, which is frustrating. The only thing we can do is put money in the bank and wait for them to come out.

Asus Bookshelf PC

Asus Bookshelf is a computer consisting of interchangeable modules that allow you to upgrade/downgrade simply by replacing or adding the necessary module.

MADE in China

MADE in China by John Leung, the winner of the Next-Gen PC Design Competition, represents traditional Eastern design.

Prime Gaming Laptop

Prime Gaming Laptop by Kyle Cherry solves the problem of laptop size limitations and the portability of a powerful gaming computer.

Portable PC Theater

Korean designer Jinwoo Han created the concept of Portable PC Theater with a built-in projector for various entertainment events.

Paper Laptop

Paper Laptop by Je Sung Park is an eco-friendly computer concept made from recycled paper.

ARM tablet

ARM Tablet by Sébastien Maleville is an unusual ""tablet"" that allows you to detach the keyboard from the monitor in desktop mode.

HP LiM

HP LiM (Less is More) by Jeffrey S. Engelhardt is a transparent touch screen with a virtual touchpad and a wireless keyboard.

B-membrane

B-membrane is a UFO-like computer with a projected keyboard and a projector as a monitor.

Canvas

The Canvas concept by Kyle Cherry, equipped with built-in digital art devices, is intended for designers and artists.

Philco PC

While most computer concepts are aimed at the future, Dave Schultze looks in the opposite direction. Here is his Philco PC concept.

Horizon

The Horizon desktop computer concept by Japanese designer Mac Funamizu features an OLED monitor that can expand and contract.

MacBook Touch

MacBook Touch combines the touch interface of the iPhone/iPod Touch with the design of popular Apple laptops.

Pocket Yoga

Lenovo Pocket Yoga lives up to its name, easily fitting into the back pocket of your pants.

Zafiro

Zafiro is a transparent glass monitor that uses hand and body movements for control (""Minority Report"").

MAINGEAR

Nuno Teixeira's MAINGEAR concept is a powerful gaming computer with improved cooling achieved through the device's unusual shape.

HP Tablet and Docking Concept

The HP Tablet and Docking Concept presents a convenient way to place your ""tablet"" on your desk.

Cuppa

The main purpose of Cuppa is to work with social networks. The concept is equipped with an RFID sensor, an unusual display, and a keyboard with an updated layout.

Bookshelf PC

Sunho Son and Scott Shim created the Bookshelf PC concept, which is a beautiful and compact multimedia entertainment center with interchangeable modules."
